id,months_on_book,status,dpd,payment_amount
109448,23,Default,54.8,46.43
104953,36,Default,35.7,72.09
112128,8,Default,100.1,106.01
101736,48,Paid,0.0,76.58
113843,46,Paid,0.0,81.63
107829,54,Paid,0.0,49.37
113620,46,Late,0.8,50.73
106491,28,Paid,0.0,30.0
100183,43,Paid,0.0,130.57
105000,11,Paid,0.0,132.99
100648,45,Paid,0.0,48.97
114892,35,Written-off,303.1,43.98
111129,3,Paid,0.0,70.02
101051,20,Paid,0.0,91.89
103079,45,Paid,0.0,59.71
101035,41,Paid,0.0,71.09
109250,49,Late,58.2,132.39
113108,11,Paid,0.0,68.72
102743,30,Paid,0.0,87.09
103229,27,Late,6.0,39.14
103041,47,Paid,0.0,35.98
100638,41,Written-off,193.5,133.43
107591,25,Paid,0.0,98.24
114192,39,Paid,0.0,68.49
114480,4,Paid,0.0,196.32
106130,3,Paid,0.0,30.53
112615,27,Paid,0.0,92.62
105106,2,Default,43.0,62.27
107067,30,Paid,0.0,124.87
114477,39,Default,48.0,55.47
102278,29,Paid,0.0,66.49
101258,51,Late,3.4,44.22
114655,14,Paid,0.0,57.95
114622,45,Paid,0.0,69.9
102665,9,Late,19.8,22.07
104637,27,Paid,0.0,85.11
104011,20,Paid,0.0,38.01
112612,57,Paid,0.0,22.51
104318,35,Paid,0.0,50.64
112935,42,Paid,0.0,97.51
113084,15,Late,5.0,44.54
107256,10,Paid,0.0,51.0
114826,12,Late,12.0,48.39
107079,50,Paid,0.0,30.3
103091,51,Paid,0.0,61.04
112952,34,Paid,0.0,26.06
100667,51,Paid,0.0,28.11
108390,56,Late,26.2,54.64
107292,54,Paid,0.0,97.57
106678,5,Late,48.2,105.97
114445,31,Paid,0.0,33.34
111821,52,Late,3.7,31.39
108861,55,Late,6.8,202.53
108241,2,Late,0.7,62.99
106408,15,Paid,0.0,53.69
114552,43,Default,45.0,122.91
105753,22,Late,5.1,62.28
112836,25,Default,121.5,74.6
108792,35,Paid,0.0,72.03
103899,7,Paid,0.0,131.18
104682,23,Paid,0.0,55.68
109454,6,Paid,0.0,41.41
105820,12,Paid,0.0,45.72
107178,24,Paid,0.0,77.01
107513,30,Paid,0.0,51.26
106485,40,Paid,0.0,88.46
105778,11,Paid,0.0,32.08
109448,32,Paid,0.0,61.51
113197,53,Paid,0.0,149.62
108107,8,Late,12.9,41.69
106087,33,Paid,0.0,67.83
105872,19,Paid,0.0,27.18
103773,9,Default,51.6,91.97
112728,1,Paid,0.0,75.79
111193,54,Paid,0.0,37.14
104902,4,Written-off,446.3,78.14
106673,18,Default,71.8,29.18
113883,58,Late,2.6,76.79
105447,30,Late,41.2,30.49
107234,50,Paid,0.0,52.87
106798,58,Paid,0.0,64.07
100228,33,Late,41.1,83.16
114520,24,Late,5.6,144.77
110405,19,Paid,0.0,59.36
101614,9,Late,61.1,32.21
112608,50,Paid,0.0,20.89
112832,14,Late,19.1,54.09
114269,59,Late,21.4,54.1
112679,16,Paid,0.0,40.96
102366,40,Paid,0.0,34.62
104228,44,Paid,0.0,53.13
113587,3,Paid,0.0,65.03
111947,23,Paid,0.0,70.52
108862,22,Paid,0.0,20.0
114384,25,Paid,0.0,81.92
106439,33,Late,4.0,88.62
112307,24,Default,100.8,62.22
105555,12,Paid,0.0,60.77
113147,36,Late,134.7,93.27
101078,42,Default,73.1,59.93
108449,54,Paid,0.0,58.56
109344,48,Late,13.3,26.07
111597,7,Paid,0.0,61.92
109202,19,Paid,0.0,67.11
111177,39,Paid,0.0,48.37
103318,53,Paid,0.0,73.93
101397,5,Written-off,98.3,56.32
106496,30,Paid,0.0,76.09
110898,30,Paid,0.0,169.73
105288,27,Late,19.2,62.9
102946,21,Paid,0.0,54.04
103835,5,Paid,0.0,39.3
107876,12,Paid,0.0,60.94
108366,19,Paid,0.0,101.48
114084,32,Paid,0.0,44.82
105709,3,Paid,0.0,74.07
109328,44,Paid,0.0,47.73
100659,11,Paid,0.0,77.0
105006,14,Paid,0.0,30.9
104501,15,Paid,0.0,112.74
107325,54,Paid,0.0,38.41
111539,28,Paid,0.0,37.86
114790,40,Paid,0.0,71.0
107553,47,Written-off,144.2,96.88
111435,54,Paid,0.0,76.06
112574,25,Late,20.6,48.61
103833,15,Paid,0.0,20.0
100726,33,Written-off,120.2,36.26
110664,19,Written-off,95.8,89.43
100605,21,Written-off,220.7,103.19
103260,28,Paid,0.0,74.87
114983,31,Late,0.5,98.72
105116,53,Paid,0.0,55.83
104270,22,Paid,0.0,108.34
110625,45,Paid,0.0,35.54
109800,43,Paid,0.0,30.11
111284,33,Paid,0.0,70.72
111159,16,Paid,0.0,166.94
103554,14,Paid,0.0,66.75
103068,12,Default,134.4,90.28
101709,35,Paid,0.0,56.66
102085,18,Paid,0.0,101.05
112812,55,Late,10.6,40.22
111790,42,Paid,0.0,46.57
101104,50,Late,3.9,61.62
100768,24,Paid,0.0,68.92
106499,44,Paid,0.0,48.48
113090,36,Paid,0.0,126.9
114417,29,Paid,0.0,37.81
111259,25,Paid,0.0,65.42
101372,49,Paid,0.0,135.46
109974,43,Paid,0.0,75.86
100334,41,Paid,0.0,53.94
109087,21,Paid,0.0,74.95
109426,8,Paid,0.0,115.02
100651,22,Paid,0.0,65.11
105241,46,Default,49.0,69.96
114796,38,Default,64.5,64.01
106489,25,Late,1.3,86.18
105918,19,Paid,0.0,109.41
110050,39,Default,81.3,65.73
103255,20,Default,31.8,38.31
101177,20,Paid,0.0,146.75
107506,29,Paid,0.0,78.09
106402,43,Paid,0.0,146.02
110083,48,Default,70.1,38.98
103089,25,Paid,0.0,58.81
104139,45,Late,7.3,43.28
107146,48,Paid,0.0,122.45
104613,37,Paid,0.0,63.69
109709,28,Paid,0.0,65.89
105717,2,Paid,0.0,32.15
105876,32,Paid,0.0,58.78
105767,43,Late,11.5,71.92
110074,42,Late,28.4,186.78
112032,18,Paid,0.0,73.18
106929,23,Paid,0.0,22.24
107199,27,Paid,0.0,73.93
102485,10,Paid,0.0,59.65
109320,13,Paid,0.0,46.58
106074,35,Paid,0.0,50.22
105417,6,Late,15.8,75.26
109245,9,Paid,0.0,124.88
109699,39,Paid,0.0,83.05
108486,48,Paid,0.0,49.5
100959,23,Late,3.1,53.79
110105,8,Paid,0.0,64.55
105188,23,Late,68.7,68.74
100758,45,Late,17.5,98.71
113638,42,Default,189.4,168.53
102812,45,Paid,0.0,80.72
108141,53,Late,4.8,50.72
102640,4,Paid,0.0,72.53
100795,56,Paid,0.0,88.52
104820,31,Paid,0.0,100.25
112314,30,Paid,0.0,23.22
114233,42,Paid,0.0,95.53
109575,23,Paid,0.0,104.5
101342,45,Default,63.4,120.94
108443,17,Paid,0.0,104.75
102347,32,Paid,0.0,34.8
100697,45,Paid,0.0,31.41
101152,5,Paid,0.0,156.53
107811,52,Late,9.4,50.39
107823,59,Paid,0.0,246.58
108898,6,Written-off,153.4,44.06
113915,20,Paid,0.0,60.1
106825,30,Late,0.2,70.15
101021,29,Paid,0.0,62.23
112377,54,Paid,0.0,33.66
104625,35,Paid,0.0,64.96
105717,55,Paid,0.0,32.48
114000,40,Default,38.7,86.04
102532,50,Paid,0.0,20.0
112210,3,Paid,0.0,57.73
111532,24,Paid,0.0,70.81
110490,1,Paid,0.0,26.16
105958,3,Paid,0.0,30.04
105520,53,Default,44.2,124.98
109379,49,Default,79.4,49.39
112861,57,Paid,0.0,71.4
103609,15,Paid,0.0,49.26
113532,9,Late,14.2,106.63
113211,48,Paid,0.0,119.13
112023,18,Late,3.5,45.59
103309,55,Paid,0.0,27.62
112704,14,Paid,0.0,64.12
110401,47,Paid,0.0,45.9
101401,45,Paid,0.0,126.3
112801,58,Paid,0.0,30.41
109236,4,Paid,0.0,51.6
107956,41,Paid,0.0,90.69
103035,20,Paid,0.0,255.08
106603,51,Paid,0.0,69.8
104073,35,Written-off,363.5,269.99
111822,45,Default,245.0,153.06
107788,34,Paid,0.0,23.27
103019,35,Late,9.0,48.57
103851,52,Paid,0.0,41.21
111513,36,Paid,0.0,89.19
105607,41,Default,158.6,620.11
105274,35,Paid,0.0,106.81
106781,14,Paid,0.0,72.29
109944,7,Paid,0.0,27.23
114518,9,Paid,0.0,94.09
107069,11,Paid,0.0,69.02
108582,42,Paid,0.0,35.96
107722,27,Paid,0.0,40.04
111447,56,Paid,0.0,154.45
106569,19,Paid,0.0,114.98
113931,50,Paid,0.0,124.83
107116,35,Default,78.9,35.77
112687,54,Paid,0.0,72.71
103877,26,Paid,0.0,39.55
107447,4,Paid,0.0,73.82
100185,49,Paid,0.0,94.26
100370,25,Paid,0.0,110.53
105277,32,Paid,0.0,33.47
100921,52,Paid,0.0,40.28
113395,46,Paid,0.0,35.34
100111,33,Default,111.7,67.83
106610,7,Paid,0.0,37.21
110915,56,Paid,0.0,68.3
112247,9,Paid,0.0,85.54
114001,36,Paid,0.0,47.92
111045,28,Late,26.4,33.34
105620,36,Paid,0.0,52.4
108328,33,Paid,0.0,63.99
102205,14,Late,23.7,25.72
106576,37,Paid,0.0,20.0
108578,5,Paid,0.0,40.93
114344,42,Late,3.1,55.22
114711,55,Paid,0.0,114.94
107032,39,Paid,0.0,27.36
104991,24,Late,18.5,37.0
108786,35,Paid,0.0,36.93
113611,31,Default,120.6,179.8
114068,48,Late,32.1,96.07
108486,32,Paid,0.0,59.19
103319,21,Paid,0.0,43.5
102575,43,Paid,0.0,54.25
103436,10,Paid,0.0,128.27
107537,5,Late,16.2,88.32
110612,32,Paid,0.0,45.64
104654,34,Paid,0.0,84.38
110020,54,Paid,0.0,20.0
107447,5,Paid,0.0,64.89
105456,20,Paid,0.0,57.17
100944,33,Paid,0.0,62.86
114260,13,Default,72.8,41.97
114300,6,Late,45.6,56.22
101043,29,Paid,0.0,94.31
107204,23,Default,47.9,80.99
114274,5,Paid,0.0,54.32
103052,19,Paid,0.0,91.17
114712,15,Default,115.9,42.01
109948,36,Late,38.0,47.33
114965,27,Paid,0.0,79.91
112832,29,Late,1.7,70.52
103616,39,Default,105.6,191.37
108356,9,Paid,0.0,71.07
112969,32,Paid,0.0,20.0
108063,48,Paid,0.0,46.28
103645,3,Paid,0.0,48.74
100393,52,Default,82.5,38.05
100297,35,Paid,0.0,86.94
104232,57,Paid,0.0,78.13
112883,21,Late,11.1,66.05
103343,35,Paid,0.0,84.52
107469,20,Paid,0.0,80.63
101478,42,Paid,0.0,95.09
106164,32,Paid,0.0,107.58
110813,58,Paid,0.0,73.45
111989,36,Paid,0.0,149.76
103329,24,Paid,0.0,57.54
105078,17,Late,21.8,63.89
111025,13,Paid,0.0,74.11
110195,16,Paid,0.0,65.02
101339,46,Paid,0.0,289.22
108824,15,Paid,0.0,168.7
100564,58,Late,0.6,84.92
100679,58,Default,160.4,107.48
111782,2,Paid,0.0,72.97
113909,33,Default,48.4,39.46
103254,21,Paid,0.0,34.99
106413,48,Paid,0.0,107.05
100041,42,Paid,0.0,34.02
104318,1,Paid,0.0,38.11
114102,24,Default,61.7,52.85
100992,13,Paid,0.0,83.17
101380,25,Paid,0.0,29.46
108218,22,Default,46.4,74.9
106940,28,Paid,0.0,46.72
114045,51,Paid,0.0,120.33
110826,51,Default,113.3,44.17
113003,21,Paid,0.0,50.21
104385,18,Paid,0.0,83.3
101802,25,Default,107.9,36.78
100586,33,Paid,0.0,32.39
111032,51,Paid,0.0,72.83
104876,7,Paid,0.0,40.21
100512,19,Paid,0.0,44.86
113008,49,Default,131.9,53.58
108135,57,Paid,0.0,125.12
111356,54,Late,0.4,107.27
111159,25,Paid,0.0,111.15
110997,1,Paid,0.0,48.78
100631,36,Paid,0.0,67.59
104519,32,Paid,0.0,102.3
111035,14,Paid,0.0,51.33
105962,8,Paid,0.0,59.7
101771,4,Late,7.7,42.79
100579,50,Paid,0.0,46.24
100016,8,Paid,0.0,75.81
103093,10,Paid,0.0,38.91
107631,5,Late,5.2,106.97
106338,30,Paid,0.0,71.99
109653,18,Paid,0.0,55.34
108605,26,Paid,0.0,34.26
104236,24,Late,24.6,107.89
105577,41,Paid,0.0,56.98
108775,44,Paid,0.0,98.81
109223,56,Paid,0.0,45.69
111444,34,Paid,0.0,103.01
106781,37,Paid,0.0,36.14
108671,15,Late,0.1,90.92
113144,2,Late,19.2,42.14
107182,47,Default,167.1,72.69
100652,21,Default,199.8,143.18
106808,58,Paid,0.0,102.61
107043,50,Paid,0.0,108.93
106909,29,Paid,0.0,119.57
106019,33,Late,3.8,60.16
102902,52,Paid,0.0,71.0
104088,56,Paid,0.0,55.83
112878,18,Paid,0.0,50.61
111651,14,Paid,0.0,77.42
106678,50,Late,4.4,36.08
111244,14,Paid,0.0,53.37
101403,15,Late,6.0,28.23
102794,11,Paid,0.0,53.8
112051,17,Paid,0.0,127.07
109948,45,Paid,0.0,54.23
105571,51,Paid,0.0,40.56
101737,19,Paid,0.0,61.38
112261,53,Paid,0.0,70.15
109904,25,Paid,0.0,41.58
104143,26,Paid,0.0,59.59
114315,18,Paid,0.0,54.86
103122,35,Late,12.6,148.19
110880,40,Late,46.1,90.59
104572,4,Late,7.5,38.86
105752,24,Paid,0.0,80.33
113289,53,Paid,0.0,37.66
113670,34,Late,15.5,103.89
103309,53,Late,5.7,46.3
107364,22,Paid,0.0,46.77
113447,45,Paid,0.0,72.15
109856,49,Paid,0.0,97.64
112577,11,Paid,0.0,123.55
109534,18,Late,70.0,79.76
109880,30,Written-off,369.9,167.27
105121,17,Late,81.0,22.65
110192,5,Paid,0.0,81.64
103283,51,Late,1.3,30.75
105954,22,Default,143.1,175.28
103145,15,Paid,0.0,78.94
109573,57,Paid,0.0,45.8
100359,51,Paid,0.0,76.62
108257,53,Paid,0.0,34.68
111633,6,Paid,0.0,55.49
104788,57,Late,51.9,134.28
108816,30,Default,63.1,71.2
107946,26,Paid,0.0,74.64
112685,13,Late,0.3,57.68
113037,35,Paid,0.0,102.66
102111,29,Paid,0.0,247.96
112796,53,Default,120.8,76.82
113385,57,Paid,0.0,36.82
114596,14,Paid,0.0,64.64
111012,25,Paid,0.0,147.4
101191,25,Paid,0.0,47.94
114820,40,Late,13.2,50.06
112205,46,Paid,0.0,84.01
107565,8,Paid,0.0,46.23
104053,55,Paid,0.0,40.76
111117,1,Paid,0.0,48.36
110118,35,Late,17.8,22.36
104169,40,Paid,0.0,97.75
102178,5,Paid,0.0,45.7
106123,49,Paid,0.0,38.91
108453,44,Paid,0.0,94.05
112846,55,Default,360.2,146.71
102709,11,Default,154.0,37.28
112752,10,Paid,0.0,33.52
101320,11,Paid,0.0,63.15
100631,41,Paid,0.0,38.36
101987,38,Paid,0.0,60.14
102172,39,Paid,0.0,75.11
112988,1,Paid,0.0,44.62
103466,17,Paid,0.0,399.29
112258,45,Paid,0.0,88.81
112580,58,Paid,0.0,47.11
108947,42,Paid,0.0,131.39
111495,24,Paid,0.0,81.52
112472,12,Late,15.5,49.4
105370,32,Late,0.4,62.88
105978,28,Paid,0.0,142.47
114935,22,Paid,0.0,23.14
108145,28,Paid,0.0,50.15
106753,19,Default,116.5,39.17
100451,39,Paid,0.0,24.91
113821,27,Paid,0.0,53.88
110893,31,Written-off,232.5,46.5
100117,3,Paid,0.0,33.83
100895,50,Paid,0.0,44.7
107289,26,Paid,0.0,33.2
104062,3,Default,32.5,134.36
114505,32,Paid,0.0,34.19
114388,43,Late,8.9,208.38
106508,26,Paid,0.0,64.89
103814,43,Paid,0.0,54.56
103073,15,Paid,0.0,145.26
108175,40,Paid,0.0,41.94
106044,12,Paid,0.0,26.46
109485,36,Paid,0.0,85.99
113907,4,Paid,0.0,110.96
102229,30,Paid,0.0,74.29
106699,51,Paid,0.0,158.93
113539,56,Late,11.8,41.03
103414,3,Paid,0.0,54.61
114937,6,Paid,0.0,51.12
106651,37,Paid,0.0,70.83
103848,53,Paid,0.0,68.37
104393,53,Default,195.5,32.59
114099,39,Paid,0.0,95.57
107795,20,Paid,0.0,91.35
114424,14,Paid,0.0,77.67
103523,2,Paid,0.0,47.17
105195,37,Paid,0.0,83.71
102244,42,Paid,0.0,60.63
103557,26,Late,14.6,115.85
104324,19,Paid,0.0,66.83
106907,5,Paid,0.0,35.58
105364,34,Paid,0.0,31.16
107652,8,Paid,0.0,45.84
109082,40,Paid,0.0,152.27
112913,15,Paid,0.0,55.78
111086,24,Paid,0.0,55.82
104621,20,Paid,0.0,92.99
106816,21,Paid,0.0,62.07
113132,30,Paid,0.0,34.49
109324,12,Paid,0.0,147.06
105982,13,Paid,0.0,63.42
105154,54,Paid,0.0,223.4
103551,26,Paid,0.0,93.13
108950,36,Paid,0.0,43.67
107434,30,Paid,0.0,155.04
108353,6,Paid,0.0,124.41
110622,35,Paid,0.0,110.73
103111,34,Paid,0.0,50.97
107753,16,Paid,0.0,101.82
100029,5,Paid,0.0,58.17
105087,50,Late,12.3,43.96
105118,19,Paid,0.0,60.9
102902,38,Paid,0.0,31.18
108054,27,Paid,0.0,128.6
103315,25,Late,10.0,33.13
105530,18,Paid,0.0,102.91
108988,22,Paid,0.0,122.94
103522,50,Paid,0.0,99.64
109138,41,Late,39.7,125.54
114757,27,Paid,0.0,107.57
108343,17,Paid,0.0,95.79
109608,42,Paid,0.0,43.9
103005,26,Paid,0.0,49.18
103587,32,Paid,0.0,83.43
108607,27,Late,67.3,40.23
111491,56,Late,50.5,52.96
107476,38,Paid,0.0,119.92
109265,33,Paid,0.0,72.43
101893,25,Paid,0.0,31.8
112199,1,Paid,0.0,37.49
105430,21,Paid,0.0,28.3
107326,54,Paid,0.0,46.27
106080,13,Paid,0.0,23.66
108842,22,Paid,0.0,67.39
100139,43,Paid,0.0,70.27
111426,6,Paid,0.0,45.05
113838,26,Late,3.9,29.19
104450,39,Paid,0.0,159.37
105004,51,Paid,0.0,109.22
108001,25,Paid,0.0,73.24
107669,26,Paid,0.0,93.79
103869,31,Paid,0.0,114.38
109783,39,Paid,0.0,80.8
111131,19,Paid,0.0,96.95
113243,12,Paid,0.0,65.21
112527,47,Paid,0.0,99.27
107650,10,Paid,0.0,43.5
111363,37,Paid,0.0,73.05
113089,49,Default,135.5,107.49
112350,46,Default,50.5,205.46
103043,41,Late,5.1,77.49
100853,17,Paid,0.0,48.19
106023,19,Late,19.1,47.81
106040,1,Paid,0.0,53.98
106236,54,Late,73.2,95.09
102872,51,Late,33.1,37.65
108285,54,Paid,0.0,46.2
104190,52,Paid,0.0,53.18
109754,57,Paid,0.0,44.92
102103,10,Paid,0.0,126.38
106277,46,Paid,0.0,91.83
112938,12,Paid,0.0,87.75
109199,16,Paid,0.0,124.73
100766,39,Late,8.8,78.2
106415,24,Paid,0.0,48.41
105819,43,Late,31.0,91.05
107265,49,Paid,0.0,23.19
101405,22,Paid,0.0,37.27
101352,23,Paid,0.0,52.2
109408,39,Paid,0.0,25.07
102427,28,Paid,0.0,83.31
110224,45,Paid,0.0,116.73
107045,34,Paid,0.0,265.88
114493,55,Paid,0.0,111.42
103012,8,Written-off,161.2,72.23
109183,12,Paid,0.0,131.73
111959,28,Default,316.8,83.81
111758,57,Paid,0.0,42.69
101994,22,Paid,0.0,45.62
109183,43,Paid,0.0,153.34
112741,59,Paid,0.0,31.3
113708,41,Paid,0.0,44.04
114616,7,Paid,0.0,86.12
105456,21,Paid,0.0,43.98
108150,28,Paid,0.0,44.43
111008,34,Late,13.3,38.86
111299,16,Paid,0.0,133.37
111382,16,Paid,0.0,57.7
102442,2,Late,11.1,86.8
111150,50,Paid,0.0,86.57
100868,16,Default,142.3,96.65
101029,2,Default,32.2,81.36
110742,11,Paid,0.0,30.17
105066,3,Late,28.0,58.02
107368,39,Paid,0.0,127.81
114760,15,Paid,0.0,57.37
112785,26,Paid,0.0,87.61
109696,47,Paid,0.0,68.78
111864,45,Paid,0.0,84.93
101960,9,Paid,0.0,57.6
100318,6,Paid,0.0,121.97
113736,9,Paid,0.0,107.27
112565,33,Paid,0.0,145.44
114167,54,Paid,0.0,66.36
112220,38,Paid,0.0,48.7
112253,51,Default,326.1,42.51
102120,14,Paid,0.0,162.94
107319,57,Late,8.2,199.89
102183,30,Paid,0.0,37.22
105693,3,Late,0.9,28.92
101827,25,Paid,0.0,42.78
101694,41,Paid,0.0,65.79
107076,20,Late,8.8,26.54
110682,14,Paid,0.0,65.83
105471,44,Paid,0.0,199.37
113534,4,Default,187.3,39.55
111740,4,Paid,0.0,52.85
108659,48,Paid,0.0,100.19
112936,31,Paid,0.0,94.42
109756,24,Paid,0.0,103.44
109326,27,Paid,0.0,36.29
100026,53,Paid,0.0,27.07
102764,32,Paid,0.0,135.69
109168,1,Paid,0.0,55.55
109763,53,Late,6.4,64.73
102309,37,Paid,0.0,32.87
110200,45,Paid,0.0,95.42
111046,59,Default,36.6,44.01
101536,48,Paid,0.0,47.15
113307,14,Paid,0.0,79.48
100027,52,Late,60.6,22.85
109080,29,Paid,0.0,310.29
101104,3,Late,17.7,27.75
112584,51,Paid,0.0,47.23
113222,15,Paid,0.0,40.64
104139,46,Paid,0.0,87.2
102684,31,Paid,0.0,77.57
109463,43,Paid,0.0,41.68
106345,46,Paid,0.0,83.07
113452,7,Paid,0.0,46.06
114237,25,Late,23.0,64.58
111451,53,Late,38.7,140.65
103601,54,Paid,0.0,38.97
102137,1,Paid,0.0,42.05
109384,18,Paid,0.0,53.44
114513,40,Paid,0.0,37.61
110546,14,Paid,0.0,41.38
113357,10,Default,370.3,143.6
104802,25,Paid,0.0,71.15
113159,11,Paid,0.0,50.57
101689,45,Paid,0.0,40.94
111453,21,Paid,0.0,54.83
108150,4,Paid,0.0,54.12
112748,35,Paid,0.0,62.85
107453,35,Late,11.3,61.45
114077,7,Late,19.5,112.18
104907,3,Late,11.4,45.4
109433,23,Paid,0.0,36.7
100229,21,Paid,0.0,56.5
100643,3,Paid,0.0,54.69
101930,13,Late,6.7,100.67
106060,27,Paid,0.0,27.11
111069,37,Late,6.6,359.47
104621,10,Paid,0.0,39.39
112802,21,Default,65.4,148.17
107944,8,Late,44.3,48.03
106325,56,Paid,0.0,52.28
105894,47,Paid,0.0,75.7
110216,10,Paid,0.0,116.99
114727,35,Paid,0.0,216.88
111382,2,Paid,0.0,68.02
100745,41,Late,67.4,67.16
106935,58,Paid,0.0,62.58
102896,15,Paid,0.0,83.75
111344,37,Paid,0.0,56.51
107176,15,Late,3.2,31.75
106117,26,Paid,0.0,72.72
100132,55,Paid,0.0,107.39
103018,51,Written-off,340.2,76.6
110954,13,Paid,0.0,85.44
107871,16,Paid,0.0,63.19
109281,11,Paid,0.0,115.02
102635,40,Paid,0.0,149.69
112915,12,Paid,0.0,111.08
102534,47,Paid,0.0,40.17
111519,51,Paid,0.0,50.89
108477,39,Paid,0.0,94.61
103742,34,Written-off,94.3,40.02
110336,21,Paid,0.0,50.15
111489,8,Paid,0.0,66.64
102285,39,Paid,0.0,91.66
100253,32,Paid,0.0,45.72
107235,13,Paid,0.0,114.44
110576,32,Paid,0.0,58.76
104098,44,Paid,0.0,158.32
101099,21,Paid,0.0,35.69
107502,22,Late,1.5,40.62
110050,40,Late,34.1,67.99
113624,18,Paid,0.0,78.6
106187,9,Paid,0.0,34.63
100593,44,Late,39.8,99.5
111943,25,Paid,0.0,161.6
103328,57,Default,165.2,76.67
107260,45,Paid,0.0,43.3
113786,59,Paid,0.0,123.39
114359,33,Paid,0.0,42.98
111159,44,Paid,0.0,111.59
101236,50,Paid,0.0,81.53
107452,20,Paid,0.0,44.42
101048,44,Late,47.5,123.92
114507,18,Paid,0.0,23.63
105807,2,Paid,0.0,186.43
107811,57,Paid,0.0,30.03
102299,39,Paid,0.0,121.31
110623,41,Late,6.7,74.34
108128,8,Late,25.0,98.36
109469,18,Default,294.9,58.15
112296,32,Paid,0.0,105.12
107569,37,Paid,0.0,96.2
108516,26,Default,198.2,33.45
113866,56,Late,18.6,122.35
113005,6,Late,2.2,45.52
112028,51,Paid,0.0,72.84
101362,51,Late,6.6,216.96
109260,43,Late,46.7,23.99
100799,5,Paid,0.0,90.66
104749,12,Default,99.4,125.2
102046,48,Paid,0.0,67.31
106330,59,Paid,0.0,77.43
103222,41,Paid,0.0,25.94
110561,2,Paid,0.0,31.31
109231,55,Paid,0.0,57.11
104014,13,Paid,0.0,70.56
101691,11,Paid,0.0,81.85
110927,3,Paid,0.0,29.46
104981,50,Paid,0.0,56.34
103621,54,Paid,0.0,121.64
101885,55,Late,40.5,56.86
109696,43,Paid,0.0,46.74
107628,16,Paid,0.0,65.01
114737,38,Paid,0.0,65.72
106365,22,Late,4.0,25.94
104753,28,Late,12.4,73.47
100055,47,Paid,0.0,88.31
113605,39,Default,82.1,61.5
104318,49,Paid,0.0,45.34
101245,24,Paid,0.0,72.38
105785,54,Paid,0.0,70.41
105356,2,Paid,0.0,59.92
110034,55,Late,15.6,40.62
110590,27,Paid,0.0,79.35
104620,37,Default,63.8,61.73
110666,57,Paid,0.0,35.19
108607,31,Paid,0.0,35.16
111514,20,Paid,0.0,97.47
101548,48,Paid,0.0,87.58
106581,42,Paid,0.0,102.6
105462,27,Late,48.8,42.98
111463,41,Paid,0.0,50.09
107459,41,Paid,0.0,71.18
106587,42,Paid,0.0,41.67
114213,23,Default,43.3,91.82
110579,15,Paid,0.0,100.03
105870,36,Paid,0.0,88.16
110400,8,Paid,0.0,112.51
112468,38,Default,107.1,216.69
110650,27,Paid,0.0,53.95
113071,34,Paid,0.0,43.37
114811,16,Paid,0.0,34.53
106920,50,Paid,0.0,71.82
100357,49,Paid,0.0,50.3
104648,46,Paid,0.0,47.2
105334,14,Paid,0.0,135.81
110333,8,Paid,0.0,90.07
112662,50,Paid,0.0,365.13
106909,4,Paid,0.0,63.48
101978,55,Default,33.6,42.68
107171,53,Default,35.5,34.25
114166,3,Written-off,233.5,32.97
102347,41,Paid,0.0,69.24
108412,6,Paid,0.0,54.27
106752,1,Late,20.9,95.77
106721,30,Paid,0.0,55.37
112715,15,Paid,0.0,36.51
100800,43,Paid,0.0,32.61
105155,3,Paid,0.0,69.82
112748,40,Late,7.3,37.29
101203,6,Paid,0.0,126.62
114371,13,Paid,0.0,403.18
105375,28,Paid,0.0,33.28
113818,11,Paid,0.0,56.88
111433,34,Paid,0.0,68.47
110068,16,Paid,0.0,49.46
100659,25,Paid,0.0,43.61
102637,52,Paid,0.0,47.16
113878,44,Paid,0.0,97.52
110545,42,Paid,0.0,60.5
109675,46,Paid,0.0,204.51
110847,11,Late,17.8,85.93
104258,4,Late,16.0,58.18
101930,56,Paid,0.0,76.05
101504,51,Paid,0.0,266.5
113466,45,Paid,0.0,72.09
114398,40,Paid,0.0,45.64
108542,56,Paid,0.0,70.4
111435,46,Paid,0.0,56.3
108811,51,Default,75.1,87.4
107539,23,Default,164.7,68.6
107033,2,Paid,0.0,51.86
114754,21,Paid,0.0,102.28
104405,37,Late,6.0,82.29
114099,47,Paid,0.0,79.31
107882,3,Paid,0.0,37.94
113991,22,Late,13.3,85.68
103246,6,Paid,0.0,34.72
103603,28,Paid,0.0,58.67
105481,19,Paid,0.0,36.57
101380,57,Paid,0.0,63.18
111496,24,Late,13.1,27.97
107871,50,Paid,0.0,53.75
101754,34,Paid,0.0,55.01
100434,26,Paid,0.0,67.66
110173,45,Late,35.1,32.06
107899,3,Paid,0.0,72.52
104077,47,Paid,0.0,71.67
112324,36,Late,21.5,52.98
105235,43,Paid,0.0,120.63
109529,49,Late,28.9,36.27
107849,33,Paid,0.0,75.6
107302,36,Paid,0.0,59.83
104892,17,Paid,0.0,56.54
111864,35,Default,38.7,46.34
101971,1,Paid,0.0,164.01
100242,19,Default,192.4,52.38
112034,54,Paid,0.0,38.52
110111,42,Paid,0.0,68.08
110373,24,Paid,0.0,149.3
105606,44,Default,45.3,143.82
111101,36,Paid,0.0,32.41
103500,4,Default,89.0,41.34
