id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
108269,606.0,3,1,1553.28,0
101540,522.0,3,2,4404.44,1
110211,523.0,2,2,23124.04,1
105814,370.0,0,0,23476.6,0
100556,573.0,4,1,12147.54,0
110380,535.0,1,1,28448.36,1
106387,505.0,0,0,20944.94,0
100322,727.0,7,0,22643.18,0
103432,530.0,4,2,30330.09,0
112856,579.0,4,2,36600.7,0
113436,498.0,2,1,11648.92,1
107237,471.0,3,2,23183.86,2
100605,691.0,2,0,17287.57,0
106313,612.0,3,1,6299.07,0
107903,726.0,7,0,10604.44,0
102216,524.0,3,3,5563.15,1
113651,539.0,3,2,24890.16,3
114693,640.0,2,1,28060.72,0
112799,639.0,5,3,39639.96,0
111610,649.0,5,1,13937.27,0
106643,357.0,1,1,22607.2,1
110313,633.0,2,1,16426.97,1
106605,575.0,5,5,1178.85,1
108256,567.0,4,3,44538.09,0
100006,550.0,4,3,21409.24,0
102406,523.0,3,1,37982.11,1
104100,549.0,2,1,49499.26,1
112597,693.0,4,0,62986.77,0
106369,828.0,5,2,0.0,0
105305,,0,0,44570.42,0
100268,620.0,2,1,42535.96,0
110143,534.0,2,1,46401.04,1
103176,633.0,4,2,45206.8,0
105002,619.0,2,2,18106.43,1
103553,525.0,3,2,13972.73,1
113157,696.0,6,3,25859.82,0
114148,654.0,14,10,37696.52,0
109566,597.0,2,1,18656.1,0
101179,554.0,3,1,5013.67,0
113230,658.0,4,3,5731.59,0
103203,605.0,4,2,66931.06,1
111802,547.0,3,1,31076.39,1
109301,641.0,4,2,5280.39,0
108184,618.0,6,1,23818.07,0
110384,577.0,8,6,22434.92,1
105309,657.0,2,1,45830.23,1
101991,542.0,4,2,5364.77,0
106384,526.0,3,2,38906.94,0
106896,556.0,1,0,39870.3,0
101239,638.0,5,1,12272.76,0
112223,594.0,7,5,18429.93,1
108045,596.0,2,0,11041.23,0
110627,481.0,2,1,55.95,1
108415,629.0,4,1,13839.91,0
109803,,0,0,11530.28,0
102664,833.0,12,9,0.0,0
102384,494.0,2,1,9260.26,1
108958,487.0,4,4,27541.6,1
112214,624.0,4,3,9402.93,0
103359,482.0,1,0,38690.48,0
114568,512.0,2,1,11839.94,0
106699,739.0,4,1,26835.49,0
110813,623.0,5,4,21540.05,1
108398,524.0,4,4,5332.89,0
103479,502.0,4,3,57492.27,1
113819,711.0,3,2,20494.12,0
107889,735.0,6,2,3340.16,0
109414,775.0,11,5,14445.32,0
113869,695.0,7,1,8176.71,0
101969,598.0,2,1,4959.71,0
101190,613.0,5,4,17629.74,0
110289,552.0,1,0,15610.03,1
101146,675.0,2,1,18106.21,0
109749,737.0,11,2,16837.88,0
109999,371.0,1,0,24840.28,1
110811,684.0,7,2,5274.7,0
103548,503.0,4,2,46513.61,0
114655,570.0,5,3,40814.22,0
104776,612.0,2,1,6992.13,0
111134,607.0,8,4,23126.26,0
110246,673.0,5,2,47574.22,0
111847,542.0,1,1,31752.69,1
101580,509.0,3,2,19517.08,0
100796,571.0,8,2,53011.95,0
108392,590.0,7,4,12546.95,1
100667,671.0,7,2,7000.24,0
109514,454.0,3,2,119462.69,2
101856,633.0,4,4,9521.53,0
104503,599.0,5,3,15028.32,0
114447,533.0,4,2,95055.7,0
101643,591.0,3,1,42401.7,0
102164,678.0,4,1,9503.01,0
113278,507.0,6,1,22996.31,1
103371,486.0,2,1,14597.93,2
109833,642.0,7,5,84212.3,2
113709,593.0,8,5,11933.56,0
113656,501.0,0,0,8951.39,0
113642,646.0,1,1,7947.8,0
102984,668.0,6,1,36490.01,0
102687,842.0,8,4,4640.69,0
101976,784.0,10,5,7578.71,0
112858,754.0,7,4,21449.17,0
107421,,0,0,8553.12,0
100489,554.0,3,1,45943.23,0
106194,752.0,7,4,10237.12,0
113625,666.0,3,2,15563.3,0
107940,751.0,6,2,1516.46,0
109424,640.0,2,1,26964.58,0
101836,670.0,4,3,25729.8,0
105255,516.0,2,1,25352.83,0
107872,527.0,3,1,26566.17,0
112196,650.0,8,6,28971.3,0
110306,569.0,3,1,8992.46,1
112815,535.0,2,1,7008.03,1
106986,,0,0,19285.27,0
112237,595.0,2,1,28337.96,2
114966,522.0,4,2,23373.32,0
111529,533.0,1,1,38038.39,1
112126,900.0,9,1,163.53,0
114947,724.0,2,1,18258.03,0
109558,529.0,4,3,15476.19,1
103664,666.0,7,3,24573.47,0
110507,494.0,6,3,25679.69,0
100603,,0,0,38076.78,0
107905,630.0,3,2,314.31,0
107573,617.0,5,3,12209.93,0
108838,709.0,9,4,2864.71,0
101717,420.0,2,2,15857.93,0
104499,625.0,5,0,30236.1,0
114471,688.0,5,4,22100.49,0
110677,600.0,3,2,5498.95,0
107056,534.0,6,2,9798.34,0
113873,730.0,4,2,1858.39,0
112985,584.0,4,0,30744.28,0
109305,557.0,1,1,20394.75,0
113921,474.0,1,1,30573.21,1
102099,624.0,6,1,11987.41,0
103063,562.0,2,1,13840.98,0
103998,485.0,2,2,68561.27,1
101177,724.0,9,3,10815.55,0
102636,535.0,2,1,18050.06,0
104781,613.0,3,1,6259.8,1
105079,703.0,8,5,19712.18,0
105680,517.0,2,1,3481.99,0
102342,746.0,8,1,7794.6,0
107642,556.0,4,3,33859.92,0
111620,686.0,6,4,12920.81,0
106853,516.0,2,1,26680.57,1
113177,548.0,2,2,43625.08,0
101220,727.0,12,4,9558.39,0
105656,584.0,2,1,32614.76,1
113233,667.0,3,2,64736.34,0
102722,711.0,2,1,9929.25,0
112110,621.0,5,4,44438.37,1
103076,584.0,4,3,5935.56,1
111165,518.0,5,3,29347.5,0
103587,,0,0,7316.29,0
108481,703.0,6,0,47809.99,0
109617,578.0,1,1,12299.46,0
109635,462.0,2,0,94200.79,1
100986,,0,0,10348.73,0
100260,630.0,5,1,5698.9,0
103574,571.0,2,1,44926.42,1
109665,844.0,9,3,5233.83,0
102204,507.0,1,1,31101.28,1
104706,627.0,4,2,69952.3,1
103360,695.0,4,3,10254.81,0
106138,691.0,8,6,22033.43,0
102501,446.0,1,1,57786.04,1
103402,597.0,3,3,49582.0,1
105513,567.0,2,1,35611.4,0
100671,338.0,1,0,16466.66,1
107377,844.0,4,0,0.0,0
103502,528.0,2,0,22057.58,2
113416,553.0,1,1,33925.03,1
108970,515.0,1,0,44213.93,1
102494,736.0,3,0,20956.77,0
100685,576.0,6,2,18889.77,0
102840,623.0,4,2,44239.91,0
106998,648.0,6,6,10100.11,0
108589,556.0,2,2,26205.02,0
112663,654.0,10,3,18196.28,0
100364,523.0,4,3,36717.83,1
109031,635.0,5,4,38854.1,0
112133,665.0,2,1,21592.02,0
103671,681.0,7,5,12322.9,0
100775,581.0,1,1,15665.75,0
104731,649.0,3,2,12884.21,0
110054,471.0,4,3,6541.86,1
110819,550.0,3,2,25021.89,0
105778,578.0,6,3,17999.69,0
100459,578.0,2,1,84951.23,0
106043,667.0,3,2,10462.29,0
111390,609.0,2,0,31794.66,0
103608,608.0,4,2,14528.13,0
106025,596.0,10,2,11561.03,0
101715,640.0,5,2,14984.4,0
100794,635.0,3,1,4965.08,0
113843,658.0,5,4,8753.03,0
103705,596.0,8,4,17546.58,0
111324,701.0,6,2,7078.49,0
103509,562.0,5,4,45684.28,0
105678,835.0,14,1,0.0,0
103530,591.0,6,3,17055.4,0
106060,750.0,7,1,3147.51,0
113575,,0,0,19569.41,0
107038,720.0,5,3,8141.7,0
105817,659.0,7,6,3894.51,0
111999,514.0,2,1,6773.56,1
100601,637.0,8,3,11061.85,0
110975,816.0,7,3,2631.43,0
100768,695.0,4,2,15775.81,0
105011,617.0,2,0,37052.95,0
110829,694.0,5,3,1330.57,0
108643,,0,0,66585.09,0
100182,473.0,2,1,9606.72,2
102833,405.0,4,4,20314.57,1
113150,648.0,4,3,13766.09,0
101664,481.0,5,4,62302.35,0
113162,563.0,6,4,25840.42,2
109158,554.0,3,1,26317.08,0
105443,476.0,2,1,21066.98,1
106177,645.0,11,6,17545.58,0
102805,696.0,5,1,26133.93,0
110415,669.0,4,1,4803.38,0
107807,481.0,3,2,24676.94,0
100633,480.0,4,4,47704.96,2
107809,618.0,4,2,25600.46,0
113343,671.0,4,2,22119.22,0
105459,528.0,3,1,14171.95,0
112383,441.0,2,2,44060.66,1
111317,660.0,5,3,0.0,0
104702,750.0,8,3,18746.82,0
105533,522.0,3,1,3398.4,1
108083,686.0,11,4,17554.49,0
103421,,0,0,8986.14,0
106649,741.0,5,2,47.97,0
103679,723.0,6,2,27424.39,0
107608,529.0,4,1,1899.43,0
101759,614.0,2,1,13400.26,1
107425,592.0,3,3,71433.58,0
108123,576.0,6,1,26142.06,0
105115,571.0,6,2,19802.34,0
107385,607.0,4,2,24871.01,0
102677,455.0,2,1,74664.03,2
100856,689.0,8,5,18172.82,0
111363,579.0,2,2,54804.49,1
106728,534.0,3,2,3173.92,0
109867,459.0,2,1,37414.19,2
114373,395.0,0,0,27776.0,0
109664,571.0,3,2,50250.07,0
101326,533.0,2,1,15846.34,2
106715,574.0,2,2,24977.1,0
111319,591.0,1,0,23799.43,0
103014,543.0,5,3,28725.2,0
101466,542.0,3,2,25044.39,2
106181,622.0,2,1,13731.5,0
106857,613.0,7,1,13984.4,0
107198,535.0,9,3,69673.3,0
100965,560.0,6,5,30342.71,1
105497,454.0,1,0,35297.5,1
105084,518.0,0,0,15395.56,0
111645,611.0,0,0,12752.43,0
111407,426.0,0,0,25220.82,0
103399,348.0,1,1,29703.25,1
102403,566.0,2,1,27409.74,0
110621,510.0,3,3,9880.13,1
102148,580.0,4,2,49545.04,0
111747,666.0,5,2,14136.77,0
106549,618.0,6,1,9997.67,0
102084,,0,0,31133.85,0
112430,681.0,3,1,12292.55,0
110931,681.0,6,4,34801.86,0
100572,473.0,3,1,39055.24,1
112485,651.0,4,3,5354.06,0
104010,719.0,7,6,44254.68,0
110962,518.0,2,1,53979.53,0
104967,560.0,1,0,16669.28,1
104015,567.0,2,1,18389.93,0
107692,631.0,1,1,54073.41,0
102188,481.0,2,1,42168.79,1
113227,630.0,7,3,45000.01,0
106948,754.0,9,0,23576.47,0
101408,589.0,3,2,76286.11,2
107520,592.0,6,2,36518.22,0
113000,565.0,2,1,34789.75,1
108930,579.0,1,0,64394.41,0
100738,639.0,6,0,63793.54,0
107895,706.0,6,1,10110.29,0
106907,786.0,5,1,6337.15,0
104597,647.0,8,2,16920.36,0
103756,521.0,2,1,37919.32,0
109251,654.0,7,1,19704.21,0
101961,697.0,5,1,20193.0,0
109381,585.0,3,1,23957.25,1
108769,844.0,5,1,0.0,0
105806,526.0,3,2,51406.56,2
107501,527.0,2,1,28108.96,0
114702,598.0,4,3,36920.79,0
106990,476.0,1,1,17670.49,1
105984,724.0,2,1,10697.77,0
112527,682.0,1,1,26834.63,0
104255,528.0,4,2,8494.28,1
112844,517.0,0,0,32007.44,0
105779,596.0,4,1,82249.94,1
109203,585.0,8,1,44070.71,0
105277,595.0,6,3,24449.56,0
104032,616.0,7,0,5468.17,0
107295,555.0,6,3,11384.79,1
100526,436.0,1,0,37574.26,1
106016,560.0,6,4,27895.0,1
106022,655.0,5,2,9325.93,0
106839,595.0,6,1,8175.97,0
112279,542.0,5,1,16908.85,0
114102,629.0,4,3,23468.67,0
109037,627.0,10,5,27779.87,0
111008,558.0,2,2,9407.67,2
110039,625.0,1,0,0.0,0
103339,628.0,5,2,17659.17,0
100244,619.0,6,3,16977.82,0
108295,568.0,4,2,27598.98,1
103463,593.0,3,1,42452.77,0
103646,632.0,3,1,3528.48,0
103701,539.0,3,2,6276.34,0
107722,590.0,5,3,10862.99,1
114443,529.0,4,3,23790.38,0
105143,567.0,3,2,46809.13,0
112099,802.0,5,0,19015.07,0
110469,629.0,4,2,28977.63,0
108997,534.0,1,1,47196.32,1
106916,,0,0,126668.01,0
102112,606.0,3,1,29229.58,0
102193,599.0,3,1,31976.52,0
101548,709.0,4,2,1965.04,0
112775,653.0,1,0,6368.19,0
114646,637.0,5,3,15339.94,0
111441,545.0,4,2,36697.89,0
113976,620.0,6,2,6358.57,1
102541,526.0,2,2,22065.02,1
114406,604.0,4,4,51720.23,0
106289,726.0,4,3,27533.47,0
111531,576.0,5,3,42991.14,0
114365,407.0,1,1,36248.66,1
114957,580.0,8,6,4159.5,0
113986,635.0,2,0,18383.69,1
105241,508.0,4,3,27203.71,0
109507,495.0,4,3,34121.49,2
107477,645.0,3,1,36679.29,0
114357,650.0,4,1,14913.65,0
102498,616.0,2,1,18913.17,1
102144,431.0,1,0,23198.11,1
112070,660.0,3,3,0.0,0
107330,588.0,3,0,30032.39,1
102637,573.0,4,1,34169.05,0
105191,729.0,4,4,0.0,0
108547,609.0,4,2,108815.75,0
113117,548.0,3,1,10515.67,0
102675,432.0,8,5,5385.47,0
102920,653.0,8,5,26818.62,0
110911,684.0,6,4,12288.62,0
105919,547.0,3,1,25085.42,0
112744,575.0,5,3,17356.39,0
104695,611.0,9,4,31873.19,1
113765,362.0,1,0,69324.17,1
104901,583.0,2,1,20741.83,1
107999,531.0,2,1,32106.29,1
110767,495.0,1,1,26368.77,0
105788,596.0,1,1,13939.74,0
110410,484.0,0,0,15237.31,0
101646,528.0,7,6,61533.92,0
102684,574.0,5,4,18898.97,1
102470,649.0,5,1,23162.95,0
109607,532.0,2,1,19823.35,0
104721,603.0,2,1,37073.63,1
112699,556.0,4,3,2732.55,1
111405,735.0,8,1,14934.76,0
106050,,0,0,43202.28,0
104905,468.0,1,1,22235.11,0
106547,590.0,0,0,7492.32,0
112394,527.0,2,2,34721.79,0
108670,515.0,3,3,19931.42,1
112180,601.0,6,5,4806.78,0
100497,576.0,4,1,27461.61,0
109353,585.0,6,2,16765.79,0
112507,616.0,5,4,8539.29,0
105869,593.0,5,2,10162.09,0
109293,608.0,5,1,29373.79,0
102997,581.0,5,3,7228.35,0
106264,663.0,2,0,21442.37,0
113169,737.0,8,6,23581.84,0
108972,555.0,1,1,67343.37,1
105280,585.0,7,5,37376.67,0
112412,,0,0,26611.58,0
112819,614.0,6,2,11674.14,0
102317,628.0,4,2,27987.61,2
114433,753.0,4,2,23183.74,0
108140,471.0,3,1,31555.74,1
112863,473.0,1,1,30346.03,1
114197,746.0,9,3,0.0,0
110860,666.0,8,5,10948.78,0
100255,638.0,6,5,21310.32,0
101381,693.0,7,0,28583.95,0
110877,673.0,4,2,39785.79,0
103237,603.0,2,1,13998.15,0
109183,705.0,5,1,22441.89,0
106714,653.0,11,6,18792.04,0
111928,569.0,2,0,13274.26,0
114407,617.0,2,1,27086.24,1
114719,628.0,4,2,0.0,0
100340,739.0,6,4,0.0,0
109464,596.0,6,3,29321.34,0
113057,629.0,4,1,19057.93,0
104014,648.0,5,2,14116.61,0
108562,483.0,2,1,43802.88,1
112269,721.0,8,6,26386.82,0
111655,445.0,1,1,72942.05,1
112543,744.0,7,4,11296.38,0
101556,455.0,1,0,88035.15,1
108916,724.0,10,8,17881.06,0
107902,542.0,2,1,4876.48,0
107910,594.0,3,2,6612.18,0
101144,540.0,6,1,35782.99,0
111776,707.0,6,4,14590.31,0
103909,458.0,2,1,10717.99,1
104907,529.0,4,3,47207.55,0
114874,725.0,6,2,9686.84,0
106559,623.0,1,0,30259.09,0
106846,817.0,10,0,12015.85,0
114707,503.0,3,2,26075.05,2
102962,605.0,4,2,14439.34,1
104302,583.0,5,3,27526.67,1
113982,589.0,9,2,0.0,2
107898,663.0,3,2,9834.4,0
108318,,0,0,35247.15,0
108007,634.0,6,2,18479.45,0
110633,503.0,4,1,25361.88,1
108660,508.0,0,0,43045.8,0
107836,605.0,4,2,6482.74,1
106085,435.0,1,0,34791.69,1
102893,510.0,4,2,58411.97,0
106536,740.0,10,6,10558.52,0
101359,570.0,1,1,15232.38,0
111746,601.0,3,2,6804.68,1
102095,550.0,3,2,16960.3,0
104434,505.0,2,1,39567.3,1
107133,556.0,2,2,4649.7,0
114372,654.0,3,1,30136.99,0
112953,530.0,4,1,21552.54,1
100341,635.0,2,1,13412.35,0
111279,574.0,7,5,28017.12,0
101095,535.0,1,1,24593.1,1
107995,696.0,2,1,5064.78,0
109319,610.0,2,1,24230.4,0
110051,551.0,3,2,11789.56,0
112148,406.0,1,1,5491.58,1
110010,549.0,5,1,38224.48,1
104767,633.0,6,4,7034.32,0
112854,694.0,9,7,30123.23,0
106825,587.0,1,1,19170.39,1
112187,607.0,5,1,8408.96,0
112113,667.0,3,1,28686.16,0
104632,786.0,8,3,3737.66,0
101166,596.0,5,2,9934.28,2
104699,521.0,1,1,64913.37,0
114038,609.0,5,2,3144.48,0
106645,504.0,2,1,26494.56,1
109847,863.0,5,2,4067.63,0
114279,714.0,5,1,12418.32,0
106922,698.0,6,1,5541.91,0
110150,808.0,8,5,8097.17,0
104870,568.0,1,1,18835.46,0
110296,476.0,2,1,18571.25,0
113368,563.0,5,1,7757.17,0
110522,661.0,5,2,8128.6,0
112698,614.0,5,3,44948.33,0
108489,449.0,3,2,13850.89,0
104211,672.0,6,2,0.0,0
106254,650.0,8,7,16266.03,0
108823,650.0,2,1,15784.61,0
111713,614.0,4,3,16915.44,1
111678,586.0,3,2,10256.9,1
104614,605.0,9,4,27140.34,0
106852,,0,0,7858.79,0
113563,720.0,6,0,14036.65,0
105357,699.0,4,3,13574.13,0
105354,499.0,1,1,43982.26,1
100402,446.0,2,1,32383.34,0
106186,,0,0,32048.19,0
104123,551.0,3,2,47192.23,1
101667,642.0,3,2,35103.37,0
101271,599.0,8,1,33294.8,0
112125,452.0,3,2,12325.15,0
108612,517.0,3,1,20946.22,0
103312,504.0,3,2,77056.62,0
111379,485.0,3,2,28061.74,1
108706,805.0,9,4,0.0,0
114732,536.0,3,2,24249.43,0
103659,540.0,2,1,32900.07,1
107390,516.0,3,1,39786.73,2
105950,581.0,4,3,32879.92,0
107244,547.0,1,1,94708.67,1
111341,608.0,4,1,10468.98,0
113693,627.0,6,3,18397.81,0
113801,619.0,2,1,10454.68,0
101259,709.0,6,3,7762.83,0
103746,717.0,5,2,13008.95,0
102613,305.0,0,0,70114.2,0
106611,696.0,6,5,19400.84,0
108297,,0,0,62159.6,0
104921,641.0,4,2,31699.89,0
111931,690.0,5,3,19636.99,0
107437,631.0,4,3,10443.51,0
106391,622.0,3,1,2402.02,0
113142,672.0,9,7,1983.3,0
111209,645.0,6,4,32988.37,0
114439,578.0,4,2,6435.85,1
112603,493.0,0,0,19581.76,0
102114,711.0,7,2,0.0,0
106273,,0,0,13176.82,0
108844,826.0,7,2,0.0,0
109486,607.0,2,1,14688.4,2
110513,636.0,3,1,13341.34,0
107167,680.0,2,1,25542.7,0
102399,429.0,2,1,23774.58,2
104879,512.0,5,4,34452.44,1
101998,685.0,6,4,4026.33,0
110866,563.0,4,2,39127.55,1
100194,752.0,4,1,10980.82,0
101010,777.0,5,0,25714.48,0
101054,727.0,8,4,13981.08,0
105674,579.0,3,1,28356.27,0
108464,590.0,1,0,15472.09,1
110885,609.0,3,3,65393.25,0
101864,629.0,7,5,7211.0,2
111989,628.0,9,5,13067.84,0
111505,657.0,3,2,9102.75,0
101881,472.0,1,1,69965.02,1
113904,530.0,2,2,13357.68,0
103030,549.0,2,1,11216.94,1
114894,676.0,4,2,8609.79,0
102678,614.0,5,2,2919.93,0
107422,691.0,10,6,17870.46,0
102517,544.0,3,2,23621.23,0
109294,583.0,7,2,49605.58,0
108999,644.0,6,4,13765.15,0
103811,674.0,9,7,4987.42,0
109184,580.0,2,1,24443.16,2
110559,769.0,5,4,0.0,0
105375,802.0,12,5,7674.42,0
105876,634.0,4,2,26029.69,0
113653,600.0,9,4,17861.46,0
104841,410.0,0,0,51777.29,0
103355,567.0,3,1,26383.37,0
106628,723.0,8,2,16107.59,0
101846,602.0,6,2,28202.94,0
102989,688.0,2,1,4438.79,0
109263,669.0,7,2,8796.33,0
114016,619.0,5,2,40878.86,0
100438,592.0,3,2,50427.67,0
113901,418.0,0,0,98280.82,0
108569,,0,0,91827.15,0
104473,628.0,4,1,24598.86,0
105051,688.0,4,1,22932.97,0
112891,691.0,5,1,77838.37,0
111504,437.0,3,3,45433.0,2
112785,661.0,3,1,11558.81,0
104390,635.0,3,3,20943.61,0
105568,660.0,5,2,19407.82,1
109249,766.0,8,3,0.0,0
102814,480.0,3,2,39637.99,0
106581,740.0,8,1,17741.52,0
104535,693.0,5,1,7858.4,1
110891,407.0,3,2,43411.89,1
106895,660.0,6,3,14957.67,0
102004,777.0,6,2,3197.45,0
113413,657.0,3,1,89576.66,0
105293,587.0,6,3,30771.41,0
104690,617.0,6,4,18488.85,0
105437,705.0,6,0,5684.87,0
111612,566.0,6,3,25435.1,0
114602,591.0,4,1,13347.71,1
113251,747.0,6,0,17259.8,0
113171,485.0,3,2,21015.64,1
102166,682.0,3,2,16812.61,0
105384,532.0,4,2,15468.9,0
108220,585.0,5,4,17561.72,1
109876,592.0,0,0,1878.25,0
101930,721.0,4,3,33873.77,0
104082,414.0,1,1,53138.9,1
114241,707.0,2,1,16198.27,0
113734,591.0,3,1,14500.98,0
113475,597.0,3,2,2613.2,0
114806,792.0,8,2,0.0,0
104488,682.0,4,2,16272.98,0
113919,430.0,1,0,79531.81,0
110996,534.0,2,1,25546.48,0
108764,583.0,4,1,24526.95,0
113224,724.0,7,0,14303.61,0
106651,542.0,0,0,36412.69,0
107092,503.0,4,2,45411.29,1
112645,407.0,0,0,47671.61,0
102159,673.0,5,1,10425.44,0
110119,631.0,3,1,21134.98,0
107434,624.0,0,0,6501.06,0
104044,619.0,10,5,12001.38,0
112672,734.0,8,2,4553.9,0
107936,669.0,5,1,18106.35,0
102742,527.0,2,2,52835.22,1
114362,695.0,6,1,0.0,0
111329,698.0,9,7,4032.77,0
112980,612.0,3,1,5427.58,0
103597,499.0,6,4,27196.26,3
108404,,0,0,13234.62,0
106707,478.0,2,0,21239.24,2
112655,558.0,5,3,36934.68,0
112049,581.0,3,2,3123.74,0
109929,715.0,7,2,26691.65,0
109103,845.0,10,6,8042.29,0
113447,735.0,7,1,9528.88,0
101030,514.0,3,1,14443.21,1
100214,512.0,1,1,69740.54,1
111867,656.0,8,6,4664.11,0
105308,652.0,4,2,10204.96,0
110675,587.0,5,2,16756.47,0
109855,624.0,4,2,42810.5,0
106670,697.0,4,1,7330.46,0
106695,573.0,3,2,38249.76,0
113528,682.0,3,1,12531.95,0
110333,841.0,9,7,12620.38,0
105085,626.0,6,1,17219.74,0
106425,574.0,7,3,20460.21,1
112796,583.0,3,2,28459.04,0
106306,446.0,1,1,46989.61,0
101029,566.0,4,1,37485.2,0
110519,593.0,3,1,99605.44,0
106692,657.0,4,2,24880.38,0
114430,689.0,8,6,23590.74,0
110680,527.0,3,2,43857.31,2
114733,530.0,3,2,56440.19,1
111479,,0,0,17534.18,0
112511,750.0,8,6,6533.93,0
113216,486.0,2,1,16353.08,2
109241,624.0,5,1,18302.26,2
103710,858.0,8,3,0.0,0
107070,530.0,2,2,36550.88,0
105826,691.0,7,0,0.0,0
112419,727.0,7,2,20033.71,0
104775,677.0,2,2,16302.27,0
113626,630.0,3,2,10485.14,1
107247,555.0,2,1,23727.53,0
108149,420.0,2,1,21230.35,1
113309,653.0,2,0,18517.88,0
113957,588.0,6,3,33235.05,0
112270,666.0,1,1,20445.38,0
113089,612.0,6,6,21327.09,0
100321,443.0,1,1,81856.53,1
108263,606.0,4,3,69170.09,1
107581,582.0,4,3,10883.9,1
107106,572.0,5,3,5676.46,1
110491,748.0,7,5,22103.66,0
106722,604.0,2,1,12477.37,1
110704,526.0,3,3,53870.12,1
103460,686.0,3,1,10617.66,0
111147,801.0,9,5,33456.6,0
113594,686.0,12,9,4496.84,0
101009,436.0,3,2,104998.35,0
104146,609.0,3,3,17792.81,0
105078,578.0,3,1,29475.67,0
108778,504.0,2,2,16486.04,1
100792,535.0,3,2,28723.84,1
112782,567.0,3,2,18189.63,0
106899,476.0,2,1,21424.65,2
113792,585.0,3,1,30739.72,2
101109,766.0,8,7,4026.61,0
104068,597.0,5,2,8261.05,0
113175,568.0,4,3,70444.0,1
107150,529.0,3,2,15505.46,2
111314,655.0,1,1,24603.66,0
106487,621.0,4,2,47263.1,0
108785,541.0,1,1,38767.99,0
112149,614.0,3,3,2688.97,0
109902,770.0,3,0,19797.99,0
108026,572.0,2,1,43648.1,1
102009,505.0,1,0,56148.26,0
108101,677.0,6,3,9536.29,0
102691,597.0,2,2,14049.36,1
103004,487.0,4,3,26552.79,2
110812,519.0,3,2,22243.27,0
114240,553.0,5,2,36669.31,1
101436,536.0,5,1,35062.17,1
113187,612.0,1,0,24669.25,0
114416,516.0,6,1,59353.3,0
107745,400.0,1,1,19467.2,1
107885,609.0,10,5,22996.34,0
105198,573.0,2,1,14890.6,0
101360,670.0,3,2,3900.58,0
106001,489.0,1,0,12337.12,1
114108,672.0,8,4,9828.61,0
107969,825.0,11,4,4559.37,0
102306,490.0,1,1,28233.17,0
100419,700.0,3,1,3071.81,0
111528,598.0,6,5,13718.21,2
101357,591.0,4,1,14920.64,1
105859,747.0,6,1,13516.35,0
106402,760.0,6,5,13370.08,0
113389,594.0,3,1,11939.31,0
111148,585.0,7,2,9844.2,0
106510,571.0,3,1,8845.39,0
114353,656.0,3,1,40644.27,2
113241,574.0,3,3,18653.11,0
103973,606.0,1,1,21232.57,0
107592,651.0,6,3,12281.8,0
105008,512.0,6,2,34501.15,1
106227,544.0,2,1,18652.88,0
114359,560.0,2,1,48703.3,0
103268,553.0,3,2,59595.53,1
111089,653.0,3,1,24161.68,0
106184,,0,0,18321.95,0
101410,608.0,5,3,14449.3,1
104339,688.0,7,5,13976.4,0
108728,710.0,6,0,8241.65,0
112094,632.0,3,1,28787.56,0
104446,800.0,6,1,0.0,0
112640,636.0,4,1,12984.06,0
114204,612.0,2,1,8731.18,0
111259,684.0,8,1,60301.66,0
104094,392.0,1,1,25161.05,1
100506,530.0,1,1,18182.33,1
102490,636.0,4,2,15152.72,0
100100,809.0,9,3,5198.52,0
112155,535.0,2,1,23778.58,1
114232,454.0,2,1,42278.75,0
113880,533.0,8,5,36820.84,0
110523,588.0,2,0,29659.39,1
105054,606.0,3,2,14313.81,1
107564,658.0,11,3,16372.28,0
113679,517.0,2,1,84560.41,0
109659,678.0,6,5,8955.48,0
104933,606.0,5,3,29720.73,0
102330,631.0,6,2,9172.87,0
105379,522.0,2,1,34408.41,2
103157,794.0,7,5,0.0,0
104431,711.0,6,4,21422.53,0
111109,662.0,4,3,9323.66,0
107625,551.0,7,3,65720.73,0
112984,699.0,6,2,46858.11,0
110299,736.0,3,2,17931.38,0
113234,486.0,6,4,21310.45,0
109686,653.0,3,2,21689.36,0
114513,792.0,6,1,21362.22,0
109306,589.0,4,2,11174.47,0
106104,593.0,1,0,21411.46,0
107430,583.0,5,1,26835.69,0
104837,652.0,4,2,2916.58,0
104626,497.0,2,1,42626.97,1
106417,441.0,2,1,5273.0,1
103292,555.0,7,6,44324.14,2
103485,611.0,4,2,6659.78,2
110073,554.0,3,3,17297.93,0
103965,430.0,2,1,22078.18,1
108608,650.0,9,5,1418.33,0
105245,459.0,5,2,118639.79,1
111418,567.0,3,3,18816.89,0
108274,485.0,2,1,16676.43,2
111370,748.0,4,1,8827.76,0
105228,468.0,4,4,55759.5,0
103160,680.0,4,2,12165.45,0
101729,533.0,5,3,41062.31,1
103855,616.0,7,4,12979.3,0
100018,669.0,8,4,19293.51,0
103334,558.0,3,2,34950.11,1
102524,437.0,1,1,46317.44,0
106446,576.0,5,2,32573.39,2
101183,543.0,7,6,5384.24,1
101656,714.0,5,2,7030.29,0
108164,560.0,3,1,51667.0,0
110766,645.0,11,10,14893.18,0
110213,773.0,9,6,9884.19,0
109681,557.0,2,0,13142.68,0
107511,542.0,5,4,10649.11,1
113955,558.0,8,7,40011.95,0
